CustomerID,Age,Gender,Annual_Income,Num_Website_Visits,Time_Spent_Minutes,Pages_Viewed,Items_Viewed,Cart_Additions,Previous_Purchases,Days_Since_Last_Visit,Discount_Sensitive,Device_Type,Browser,Season,Is_Weekend,Customer_Satisfaction,Purchase,Purchase_Amount
6127,39,Female,28430,10,38,45,6,11,7,122,0,Desktop,Edge,Summer,0,2,0,0
6128,45,Female,93719,12,67,47,28,9,8,131,0,Desktop,Safari,Spring,0,5,1,40
6129,64,Male,58692,15,64,45,6,3,4,299,0,Tablet,Chrome,Summer,0,2,1,440
6130,62,Female,50086,6,23,18,16,12,8,125,0,Desktop,Safari,Summer,0,4,1,118
6131,39,Male,69671,19,28,49,27,7,7,25,1,Tablet,Safari,Spring,0,2,0,0
6132,60,Male,118262,5,68,33,20,5,7,311,0,Mobile,Firefox,Winter,0,4,1,300
6133,36,Female,33901,2,24,15,29,10,1,362,1,Mobile,Firefox,Spring,0,4,0,0
6134,25,Female,23907,19,102,24,4,13,4,36,1,Mobile,Firefox,Fall,0,2,1,79
6135,25,Male,118580,19,115,36,5,12,7,108,0,Mobile,Edge,Winter,0,2,1,192
6136,59,Male,48604,4,31,34,6,14,2,186,1,Tablet,Firefox,Spring,0,2,0,0
6137,43,Male,57869,5,62,26,28,6,0,103,1,Tablet,Chrome,Winter,1,5,1,56
6138,43,Female,34537,7,48,40,13,9,3,19,0,Mobile,Safari,Summer,1,5,0,0
6139,40,Male,32501,4,97,22,14,10,3,187,0,Mobile,Edge,Winter,0,4,1,165
6140,60,Male,143485,11,69,16,24,10,9,234,0,Desktop,Chrome,Summer,0,3,1,173
6141,30,Female,139261,3,50,40,28,13,3,94,1,Mobile,Edge,Summer,0,2,1,493
6142,45,Male,57371,5,104,42,13,5,3,231,0,Tablet,Chrome,Fall,0,3,1,186
6143,26,Female,134639,15,58,16,10,8,8,355,0,Tablet,Edge,Spring,0,1,1,441
6144,37,Male,131690,18,111,5,17,10,0,128,1,Desktop,Safari,Fall,0,1,0,0
6145,36,Female,56821,16,43,6,24,11,8,315,0,Mobile,Edge,Fall,0,2,0,0
6146,56,Male,108732,16,113,42,18,9,6,304,0,Desktop,Safari,Summer,0,1,0,0
6147,29,Female,145592,10,114,24,27,14,4,259,0,Tablet,Edge,Fall,0,3,1,468
6148,32,Female,26073,1,11,30,7,9,1,348,0,Desktop,Edge,Summer,1,1,1,289
6149,48,Male,134829,11,58,37,4,8,9,242,0,Desktop,Chrome,Spring,0,2,1,52
6150,31,Female,81005,17,47,32,24,5,9,115,0,Tablet,Safari,Winter,0,4,0,0
6151,28,Male,96097,15,24,19,22,5,9,152,0,Mobile,Chrome,Spring,1,5,0,0
6152,43,Female,38101,7,88,45,21,8,3,116,0,Desktop,Edge,Winter,0,5,1,290
6153,59,Female,131052,6,29,28,16,9,3,262,0,Desktop,Edge,Fall,0,5,0,0
6154,44,Female,51426,15,47,47,10,8,3,249,0,Tablet,Safari,Fall,0,4,1,317
6155,28,Female,114877,15,89,8,26,2,1,190,0,Tablet,Safari,Winter,1,1,1,256
6156,55,Female,27313,7,77,43,21,6,7,221,1,Desktop,Firefox,Fall,0,5,1,43
6157,51,Female,50773,3,31,1,20,2,3,256,0,Tablet,Safari,Spring,0,3,0,0
6158,60,Female,48003,14,96,4,19,3,8,292,0,Mobile,Chrome,Summer,1,1,1,270
6159,36,Male,79668,9,29,22,3,13,1,285,1,Desktop,Safari,Winter,0,4,0,0
6160,23,Male,111956,3,40,22,19,8,6,141,0,Mobile,Edge,Summer,0,5,1,310
6161,63,Female,91250,6,102,30,23,9,4,143,0,Tablet,Safari,Winter,0,1,0,0
6162,55,Female,135087,9,70,27,24,7,4,289,1,Mobile,Firefox,Spring,0,4,1,237
6163,59,Female,139451,1,13,27,13,5,6,251,0,Mobile,Edge,Fall,0,2,0,0
6164,45,Male,112675,9,87,13,8,5,3,345,0,Desktop,Safari,Fall,0,5,0,0
6165,18,Female,111634,12,83,39,18,7,2,144,0,Tablet,Edge,Winter,1,2,1,46
6166,52,Male,62294,4,57,27,19,12,8,85,0,Tablet,Edge,Fall,0,2,1,304
6167,57,Female,33582,16,25,39,18,1,2,180,0,Mobile,Safari,Summer,1,5,1,487
6168,25,Female,129119,5,54,38,22,13,4,101,0,Desktop,Firefox,Summer,0,3,0,0
6169,64,Female,33760,17,20,8,27,4,1,237,0,Desktop,Firefox,Summer,0,2,0,0
6170,24,Female,91791,17,70,12,19,12,6,337,1,Mobile,Firefox,Fall,0,4,0,0
6171,28,Female,102158,6,30,24,22,6,6,205,0,Desktop,Firefox,Spring,0,3,1,488
6172,56,Male,55983,15,48,18,4,11,4,290,0,Desktop,Safari,Spring,0,2,0,0
6173,21,Female,60309,1,33,15,13,12,7,127,0,Tablet,Edge,Summer,0,2,0,0
6174,42,Male,49715,13,101,16,12,2,8,361,0,Tablet,Edge,Spring,0,5,1,418
6175,29,Male,56415,16,102,33,15,7,3,278,0,Tablet,Firefox,Fall,0,5,0,0
6176,43,Female,107328,2,50,10,26,2,1,307,1,Tablet,Chrome,Spring,0,1,0,0
6177,55,Female,128112,19,95,47,15,13,1,260,1,Desktop,Firefox,Fall,1,5,1,107
6178,63,Female,108260,2,75,24,10,3,3,253,0,Mobile,Edge,Spring,0,5,0,0
6179,29,Male,71581,12,53,45,22,9,5,177,0,Desktop,Edge,Fall,0,1,1,219
6180,60,Male,23652,12,19,19,29,9,5,239,1,Mobile,Edge,Fall,0,3,0,0
6181,54,Male,46297,8,21,27,19,5,1,167,1,Mobile,Chrome,Spring,0,1,1,15
6182,63,Female,117958,12,13,45,21,5,0,215,0,Mobile,Safari,Fall,0,5,0,0
6183,41,Male,34028,11,81,41,8,1,1,205,1,Desktop,Safari,Spring,0,3,0,0
6184,33,Male,33803,2,36,31,19,1,7,200,1,Mobile,Edge,Fall,0,1,0,0
6185,30,Male,26307,1,70,21,25,2,4,1,0,Tablet,Firefox,Spring,0,1,1,392
6186,42,Female,51325,4,63,16,9,2,2,169,1,Desktop,Safari,Spring,1,1,0,0
6187,21,Male,78616,9,36,23,29,3,8,273,1,Mobile,Edge,Spring,0,5,0,0
6188,28,Male,80483,7,115,14,7,3,6,264,1,Mobile,Chrome,Spring,1,2,1,442
6189,49,Female,51574,10,88,23,8,3,7,67,0,Mobile,Edge,Winter,0,1,1,211
6190,24,Female,139828,14,47,41,9,9,5,349,1,Tablet,Edge,Summer,0,3,1,127
6191,63,Female,104798,1,87,18,17,9,6,118,0,Tablet,Firefox,Spring,0,5,1,75
6192,28,Male,87071,5,114,36,15,10,2,86,1,Tablet,Chrome,Winter,0,3,1,318
6193,45,Male,34932,13,95,12,16,2,0,235,0,Tablet,Chrome,Fall,0,2,0,0
6194,58,Male,35749,6,104,37,7,0,0,322,0,Tablet,Firefox,Winter,0,3,0,0
6195,40,Female,28727,17,63,11,10,8,0,258,1,Desktop,Firefox,Winter,0,1,0,0
6196,62,Male,75406,15,34,5,19,13,6,17,0,Desktop,Edge,Winter,0,3,1,391
6197,40,Female,37332,7,15,21,6,1,1,73,1,Tablet,Chrome,Winter,0,3,1,244
6198,45,Female,115070,8,84,32,25,13,5,161,0,Mobile,Edge,Summer,1,5,0,0
6199,60,Male,30834,2,30,29,12,2,0,221,1,Desktop,Edge,Winter,0,3,0,0
6200,64,Male,40325,18,98,7,15,1,9,182,0,Tablet,Firefox,Summer,0,4,0,0
6201,43,Male,29213,7,6,36,10,5,7,364,1,Tablet,Edge,Fall,0,4,0,0
6202,42,Female,141291,16,38,40,27,5,4,249,1,Tablet,Edge,Fall,0,5,0,0
6203,46,Female,133741,19,45,27,24,12,8,107,1,Mobile,Firefox,Winter,0,4,1,88
6204,36,Male,143313,9,90,6,18,0,2,101,1,Desktop,Safari,Fall,0,5,0,0
6205,50,Female,21403,12,35,38,4,3,1,301,0,Desktop,Safari,Summer,1,3,0,0
6206,53,Male,76971,14,67,4,11,9,7,257,1,Tablet,Firefox,Summer,1,5,1,242
6207,31,Male,138199,7,59,46,5,14,4,336,1,Desktop,Chrome,Winter,0,4,1,107
6208,31,Male,137623,2,65,35,13,4,0,307,1,Mobile,Firefox,Spring,1,1,1,277
6209,52,Female,74030,17,89,10,10,11,5,278,1,Mobile,Edge,Summer,1,1,0,0
6210,47,Female,93042,11,40,38,22,5,2,162,1,Desktop,Safari,Fall,1,4,0,0
6211,45,Male,115195,18,44,30,29,4,7,333,1,Mobile,Firefox,Spring,0,1,1,355
6212,34,Male,27591,12,27,42,7,14,5,49,1,Tablet,Safari,Spring,0,5,0,0
6213,20,Female,147144,3,30,9,11,2,1,305,1,Tablet,Edge,Winter,0,4,0,0
6214,33,Male,32996,14,22,16,4,2,5,170,1,Tablet,Safari,Fall,0,2,0,0
6215,63,Female,123364,15,83,4,4,2,2,92,0,Mobile,Chrome,Spring,0,3,0,0
6216,47,Male,72485,19,38,26,5,5,6,269,1,Tablet,Firefox,Summer,0,2,0,0
6217,46,Female,67830,10,90,29,25,3,0,230,1,Desktop,Safari,Winter,0,5,0,0
6218,62,Male,54370,9,32,28,9,3,0,350,0,Mobile,Edge,Spring,0,4,1,85
6219,32,Female,77572,10,111,11,1,2,9,250,0,Desktop,Firefox,Spring,0,3,0,0
6220,63,Male,99008,4,53,28,29,13,3,228,0,Tablet,Edge,Winter,1,2,0,0
6221,42,Female,49098,19,68,44,16,3,6,196,0,Mobile,Chrome,Fall,0,5,0,0
6222,55,Female,81561,10,75,32,5,7,3,142,1,Mobile,Chrome,Winter,0,5,0,0
6223,59,Female,22196,17,67,24,5,2,8,184,0,Desktop,Chrome,Winter,0,1,0,0
6224,64,Female,31091,12,108,42,7,9,7,215,1,Desktop,Chrome,Spring,1,3,1,193
6225,55,Male,100576,1,66,39,8,2,4,69,1,Desktop,Firefox,Fall,1,3,1,298
6226,40,Female,85254,11,46,7,19,5,0,46,1,Desktop,Edge,Fall,0,2,0,0
6227,42,Female,69262,13,28,18,1,0,2,15,0,Mobile,Edge,Winter,0,3,0,0
6228,59,Male,134320,1,39,3,18,9,7,343,0,Tablet,Edge,Fall,1,2,0,0
6229,24,Female,144124,1,81,44,22,5,6,136,0,Desktop,Safari,Winter,1,4,1,385
6230,39,Male,26023,16,59,46,11,14,7,122,0,Mobile,Firefox,Winter,0,4,0,0
6231,34,Female,40543,7,53,20,22,10,0,184,0,Desktop,Firefox,Summer,1,4,0,0
6232,35,Female,80029,10,81,34,27,8,1,267,0,Tablet,Safari,Summer,0,2,0,0
6233,58,Female,113913,16,99,30,29,2,9,199,0,Tablet,Chrome,Winter,0,2,1,456
6234,27,Female,122171,1,63,9,16,1,6,173,0,Desktop,Edge,Summer,1,4,0,0
6235,27,Female,62337,9,87,10,21,2,4,110,0,Desktop,Firefox,Spring,1,4,1,410
6236,24,Female,60409,6,97,6,11,11,4,105,1,Mobile,Chrome,Winter,0,3,1,155
6237,55,Male,90540,15,26,17,21,2,9,287,1,Mobile,Safari,Spring,0,3,0,0
6238,44,Male,29963,4,109,15,9,1,8,175,1,Mobile,Edge,Winter,0,2,0,0
6239,50,Female,33796,15,89,33,27,12,0,360,1,Desktop,Edge,Spring,1,1,1,334
6240,18,Female,60972,10,65,13,7,10,4,322,0,Desktop,Safari,Summer,1,1,0,0
6241,61,Male,92613,16,84,42,22,3,6,364,1,Desktop,Safari,Winter,1,3,1,492
6242,51,Male,115384,13,34,44,15,7,4,61,0,Tablet,Chrome,Winter,0,5,0,0
6243,21,Female,98062,19,73,22,11,6,9,264,0,Tablet,Chrome,Summer,1,1,1,353
6244,34,Female,23261,4,109,16,23,9,6,321,0,Desktop,Safari,Spring,1,2,1,237
6245,21,Female,37046,16,64,34,19,8,0,273,0,Mobile,Chrome,Winter,0,5,1,495
6246,60,Female,33397,11,109,3,29,7,4,158,0,Mobile,Chrome,Summer,0,2,0,0
6247,43,Female,80436,15,10,8,7,12,5,223,1,Desktop,Safari,Summer,0,3,0,0
6248,21,Female,110805,11,89,20,16,6,5,115,1,Mobile,Chrome,Fall,0,2,1,436
6249,18,Male,121694,11,110,47,3,5,3,254,0,Desktop,Firefox,Summer,0,1,1,175
6250,24,Female,45757,3,118,24,16,2,4,308,1,Tablet,Safari,Summer,0,4,0,0
6251,47,Female,137706,17,15,18,8,9,7,63,1,Mobile,Edge,Spring,0,2,0,0
6252,26,Male,35299,5,28,23,26,3,5,61,0,Tablet,Safari,Winter,0,1,0,0
6253,52,Male,144384,13,96,1,10,7,0,256,1,Tablet,Safari,Winter,1,4,0,0
6254,25,Male,21902,10,83,2,9,11,4,77,1,Desktop,Chrome,Summer,0,2,0,0
6255,41,Male,138859,5,107,5,3,1,6,90,0,Tablet,Safari,Summer,1,5,1,166
6256,36,Female,135016,12,114,18,7,14,7,288,1,Mobile,Chrome,Fall,1,2,1,418
6257,53,Male,62399,8,108,16,8,11,3,291,1,Desktop,Chrome,Summer,0,2,0,0
6258,60,Male,68330,12,55,10,3,5,1,272,1,Desktop,Firefox,Winter,0,2,0,0
6259,44,Female,66308,16,115,29,16,14,3,137,1,Mobile,Chrome,Winter,1,5,1,64
6260,49,Male,140983,2,23,35,22,12,5,275,0,Tablet,Edge,Fall,0,2,0,0
6261,31,Male,23846,3,54,25,29,0,5,40,1,Desktop,Edge,Winter,0,5,1,186
6262,35,Female,32359,18,85,42,14,6,5,174,1,Desktop,Firefox,Fall,0,2,1,164
6263,45,Female,69376,17,7,24,7,3,0,109,0,Desktop,Firefox,Summer,0,4,1,479
6264,46,Female,88056,2,7,13,4,11,6,131,1,Mobile,Firefox,Spring,1,4,0,0
6265,33,Female,60832,12,107,21,6,0,6,154,1,Mobile,Firefox,Fall,0,5,1,126
6266,52,Female,40098,17,96,42,7,4,4,357,0,Desktop,Firefox,Winter,0,4,1,291
6267,64,Female,137095,6,35,43,12,4,3,72,1,Desktop,Edge,Fall,0,2,1,276
6268,48,Female,124987,17,110,39,7,12,2,326,0,Mobile,Chrome,Spring,0,1,0,0
6269,21,Male,69962,2,117,34,27,5,7,5,0,Tablet,Chrome,Fall,0,1,0,0
6270,54,Male,108672,8,51,19,1,14,7,213,0,Desktop,Firefox,Fall,0,2,1,381
6271,34,Female,55885,14,12,28,18,11,2,283,1,Mobile,Chrome,Fall,0,4,0,0
6272,56,Male,116256,6,21,27,11,7,4,172,1,Tablet,Chrome,Winter,0,3,1,249
6273,63,Female,41157,9,103,26,11,14,7,294,0,Tablet,Firefox,Summer,0,1,1,204
6274,43,Male,68372,1,104,11,17,3,9,214,1,Mobile,Safari,Summer,1,4,1,297
6275,56,Female,39674,5,95,49,25,12,9,89,0,Desktop,Edge,Winter,0,5,0,0
6276,58,Male,52357,7,108,35,12,11,5,71,1,Mobile,Chrome,Summer,1,4,1,413
6277,21,Female,32578,9,49,20,23,6,1,334,0,Mobile,Chrome,Summer,1,1,0,0
6278,47,Male,148457,14,101,12,27,10,0,169,0,Tablet,Edge,Winter,0,3,1,496
6279,47,Female,22251,9,64,28,23,14,6,314,1,Desktop,Edge,Spring,0,3,0,0
6280,39,Male,99049,4,118,2,19,3,1,198,0,Tablet,Safari,Spring,0,1,0,0
6281,28,Male,57429,15,79,1,21,13,9,96,1,Mobile,Chrome,Summer,0,2,1,444
6282,19,Female,112641,4,25,9,18,12,9,319,1,Mobile,Chrome,Summer,1,1,1,160
6283,61,Male,66871,3,74,22,21,14,3,19,0,Desktop,Safari,Fall,0,5,0,0
6284,29,Male,106526,14,116,40,24,1,5,155,1,Mobile,Edge,Spring,0,4,1,103
6285,47,Male,45499,9,25,27,13,7,6,94,0,Mobile,Firefox,Winter,0,1,1,378
6286,53,Male,26421,19,119,9,10,4,6,53,0,Tablet,Firefox,Winter,1,5,0,0
6287,35,Male,72204,6,62,7,19,9,6,353,1,Desktop,Chrome,Spring,1,2,1,158
6288,43,Female,44591,3,59,36,4,3,3,11,1,Mobile,Edge,Summer,0,3,0,0
6289,24,Female,80940,18,32,48,24,11,9,105,1,Desktop,Chrome,Winter,1,2,1,140
6290,18,Male,112515,16,85,38,15,13,9,10,1,Desktop,Edge,Fall,0,1,0,0
6291,43,Female,106371,3,86,2,18,1,5,221,1,Tablet,Edge,Spring,1,3,1,31
6292,40,Male,123229,2,79,43,1,6,2,342,0,Tablet,Firefox,Spring,0,4,0,0
6293,43,Female,32202,2,50,5,19,4,7,20,0,Mobile,Firefox,Summer,0,1,0,0
6294,62,Male,120950,10,48,17,2,8,0,147,0,Mobile,Chrome,Fall,0,3,1,195
6295,23,Male,143981,15,93,37,10,6,7,344,1,Desktop,Safari,Spring,1,1,0,0
6296,23,Male,145855,3,98,35,18,8,4,255,1,Tablet,Safari,Spring,1,4,0,0
6297,61,Male,111202,8,29,8,4,12,7,130,0,Mobile,Firefox,Summer,0,1,1,282
6298,25,Female,39290,18,75,43,29,11,3,247,0,Desktop,Firefox,Winter,0,5,0,0
6299,41,Female,38130,11,53,3,29,9,1,146,0,Desktop,Chrome,Spring,1,2,0,0
6300,39,Female,57077,7,105,3,22,14,3,82,0,Tablet,Safari,Summer,1,1,1,477
6301,36,Male,144600,19,50,1,10,9,7,2,0,Mobile,Edge,Summer,0,5,0,0
6302,54,Female,135136,7,95,24,26,12,9,303,0,Mobile,Safari,Fall,0,5,0,0
6303,35,Female,39396,2,94,45,21,4,0,248,1,Mobile,Edge,Fall,0,1,1,194
6304,48,Male,80848,6,67,30,4,10,4,47,1,Tablet,Chrome,Winter,0,3,1,249
6305,54,Male,103488,5,81,42,24,5,5,79,1,Desktop,Edge,Spring,1,3,0,0
6306,47,Male,80530,14,92,26,27,7,3,124,1,Mobile,Edge,Fall,0,2,1,271
6307,59,Female,84274,18,16,38,21,9,3,345,0,Tablet,Safari,Spring,0,3,1,483
6308,50,Female,138179,4,82,43,18,5,3,82,1,Mobile,Safari,Spring,0,4,0,0
6309,27,Male,47122,4,61,40,20,10,2,277,0,Mobile,Safari,Spring,0,1,0,0
6310,54,Female,49381,13,77,43,23,3,9,32,0,Tablet,Safari,Spring,1,3,1,104
6311,29,Male,65435,1,68,38,4,1,4,275,0,Mobile,Edge,Winter,1,4,1,40
6312,47,Female,125614,5,35,44,15,5,5,146,0,Mobile,Safari,Spring,0,4,0,0
6313,44,Male,43267,3,8,3,22,12,2,280,0,Desktop,Edge,Summer,0,5,1,205
6314,56,Female,133271,19,58,13,18,12,2,106,0,Tablet,Firefox,Spring,1,3,0,0
6315,26,Female,140672,13,87,36,9,11,8,158,1,Mobile,Chrome,Winter,0,2,0,0
6316,38,Female,127543,7,69,41,20,13,1,93,1,Desktop,Firefox,Winter,0,4,1,140
6317,29,Male,81978,10,97,48,29,13,5,246,0,Mobile,Firefox,Spring,0,3,1,484
6318,46,Male,27088,3,113,12,17,8,7,341,0,Mobile,Edge,Fall,1,1,1,387
6319,50,Male,117354,2,10,20,3,7,7,149,1,Desktop,Safari,Fall,0,2,0,0
6320,60,Female,147728,7,69,39,13,2,0,304,0,Mobile,Chrome,Spring,0,3,0,0
6321,32,Male,32822,9,93,44,7,4,0,129,0,Desktop,Firefox,Fall,0,1,1,269
6322,19,Female,139456,12,95,8,14,5,7,22,0,Desktop,Safari,Summer,0,4,1,498
6323,56,Male,70216,10,26,47,26,6,0,56,1,Desktop,Safari,Summer,0,4,1,51
6324,61,Male,56589,19,21,2,25,1,2,38,1,Mobile,Edge,Spring,1,1,0,0
6325,35,Female,85262,13,63,11,6,5,8,19,0,Tablet,Edge,Fall,1,3,1,333
6326,20,Female,77911,10,33,21,14,1,2,194,0,Tablet,Safari,Winter,0,4,0,0
6327,24,Male,21436,5,71,37,14,7,1,93,0,Mobile,Chrome,Summer,1,3,1,136
6328,60,Male,81854,15,21,6,29,6,0,215,0,Desktop,Firefox,Spring,0,4,1,131
6329,35,Female,81888,3,6,19,14,1,0,175,0,Tablet,Firefox,Winter,0,5,0,0
6330,61,Female,131201,8,36,30,20,3,9,314,0,Desktop,Edge,Winter,0,4,0,0
6331,55,Male,47281,6,26,46,18,6,2,256,0,Tablet,Chrome,Summer,0,4,1,187
6332,54,Female,108017,19,107,39,9,8,5,254,0,Mobile,Chrome,Fall,1,5,0,0
6333,50,Male,116005,17,101,44,12,2,6,45,0,Tablet,Safari,Winter,0,2,0,0
6334,61,Male,104403,10,62,49,14,9,5,215,1,Mobile,Safari,Spring,1,5,1,296
6335,48,Male,126023,1,57,36,24,9,5,220,0,Desktop,Edge,Spring,1,2,0,0
6336,28,Female,73952,13,90,20,23,7,8,28,0,Desktop,Edge,Fall,0,4,0,0
6337,21,Male,42766,10,51,10,16,12,3,316,1,Mobile,Firefox,Fall,1,2,0,0
6338,35,Male,115273,12,8,24,2,8,4,261,0,Tablet,Safari,Fall,0,1,0,0
6339,21,Female,41213,2,42,33,16,12,0,208,0,Desktop,Edge,Fall,1,1,1,307
6340,51,Female,113891,10,17,29,18,7,3,281,0,Mobile,Safari,Spring,0,1,0,0
6341,46,Female,82239,1,65,30,24,3,9,129,0,Mobile,Chrome,Spring,1,5,1,268
6342,41,Male,42537,1,91,36,9,3,5,168,0,Tablet,Firefox,Winter,0,1,1,429
6343,39,Female,22794,15,68,45,25,10,6,231,0,Tablet,Safari,Winter,0,3,0,0
6344,19,Female,79204,1,81,6,8,6,1,351,0,Mobile,Safari,Spring,1,1,0,0
6345,61,Male,129832,9,88,47,1,3,9,167,1,Tablet,Safari,Fall,0,4,1,172
6346,23,Male,52324,7,37,14,5,14,5,95,0,Mobile,Chrome,Winter,0,1,1,356
6347,59,Male,76764,16,102,3,7,10,2,76,1,Desktop,Firefox,Spring,1,2,1,98
6348,42,Male,50858,16,42,24,10,12,6,247,1,Mobile,Chrome,Spring,0,4,0,0
6349,38,Female,62850,13,33,19,22,9,8,171,1,Tablet,Safari,Summer,0,4,0,0
6350,33,Male,33018,10,65,38,11,9,3,304,0,Tablet,Firefox,Spring,0,1,0,0
6351,48,Female,147171,18,36,34,12,6,7,220,1,Tablet,Safari,Winter,1,2,1,364
6352,31,Male,103017,9,15,9,1,8,9,294,1,Tablet,Firefox,Fall,1,4,0,0
6353,56,Male,70790,12,22,30,26,11,5,346,0,Mobile,Edge,Fall,0,4,0,0
6354,45,Female,101120,13,49,32,6,8,2,280,1,Mobile,Chrome,Winter,0,3,0,0
6355,49,Female,29850,11,25,13,4,8,2,254,0,Mobile,Chrome,Fall,0,5,0,0
6356,45,Female,111237,15,16,18,3,9,2,133,0,Mobile,Safari,Winter,1,2,0,0
6357,26,Male,126759,10,107,44,4,11,3,236,0,Tablet,Safari,Fall,1,1,0,0
6358,62,Male,129488,10,24,22,24,9,1,165,0,Desktop,Safari,Spring,0,4,0,0
6359,39,Female,65975,9,11,4,27,14,4,271,1,Desktop,Chrome,Summer,0,4,0,0
6360,49,Female,85510,3,95,23,6,5,7,194,0,Tablet,Edge,Summer,1,5,1,394
6361,22,Male,85696,16,75,7,25,0,6,276,1,Desktop,Edge,Spring,0,1,0,0
6362,40,Female,45832,12,6,44,5,11,8,158,0,Mobile,Chrome,Summer,0,3,1,352
6363,22,Female,116746,17,47,11,27,7,2,44,0,Desktop,Firefox,Spring,1,3,0,0
6364,59,Male,107826,15,101,39,9,13,3,187,1,Mobile,Edge,Spring,0,2,1,188
6365,49,Female,114977,3,25,42,4,13,7,132,0,Mobile,Edge,Winter,0,5,0,0
6366,27,Male,44886,5,33,41,14,5,9,159,1,Mobile,Firefox,Fall,1,5,0,0
6367,56,Male,117930,13,36,34,15,6,2,247,1,Tablet,Firefox,Winter,0,4,1,319
6368,32,Male,28418,6,49,5,28,1,0,297,0,Mobile,Chrome,Summer,0,4,0,0
6369,24,Female,143152,9,80,42,4,2,1,76,0,Tablet,Firefox,Spring,0,4,1,349
6370,46,Female,27081,19,81,25,22,5,9,8,0,Tablet,Safari,Spring,1,4,0,0
6371,64,Female,122716,7,107,28,14,2,9,78,1,Desktop,Safari,Summer,0,1,0,0
6372,20,Female,30114,13,112,14,29,4,7,107,1,Desktop,Edge,Fall,0,1,1,360
6373,36,Male,137845,5,117,27,10,12,6,40,0,Desktop,Chrome,Spring,0,2,0,0
6374,27,Male,38722,16,63,16,27,3,3,105,0,Tablet,Chrome,Fall,0,3,0,0
6375,45,Female,107508,4,108,27,7,4,7,153,0,Tablet,Firefox,Spring,1,2,1,141
6376,46,Female,149752,5,7,2,18,7,2,318,0,Mobile,Edge,Spring,0,4,1,175
6377,32,Female,148870,19,43,19,20,14,0,58,1,Tablet,Edge,Winter,0,5,0,0
6378,52,Female,37985,6,55,23,15,3,3,327,0,Mobile,Edge,Fall,0,1,0,0
6379,23,Male,25888,4,12,41,29,8,5,87,0,Desktop,Chrome,Spring,0,1,0,0
6380,29,Female,89254,1,114,14,8,2,5,174,1,Tablet,Chrome,Summer,0,1,1,255
6381,64,Male,117683,17,50,47,9,11,3,359,1,Mobile,Safari,Spring,1,1,0,0
6382,55,Female,140234,9,70,26,5,6,7,154,0,Mobile,Firefox,Fall,0,5,0,0
6383,30,Female,128918,16,10,8,6,6,8,298,0,Tablet,Chrome,Spring,0,2,1,30
6384,46,Female,103845,2,116,27,26,0,1,7,1,Desktop,Edge,Fall,0,1,1,280
6385,36,Male,143446,11,62,47,12,2,2,56,1,Mobile,Firefox,Summer,1,4,0,0
6386,20,Female,39299,5,45,40,7,9,7,68,0,Tablet,Chrome,Winter,1,4,0,0
6387,25,Male,76050,13,83,28,7,0,0,300,0,Tablet,Edge,Summer,0,2,1,292
6388,25,Male,126747,17,119,4,15,7,0,308,1,Mobile,Edge,Summer,0,2,1,322
6389,37,Female,42036,15,115,38,19,9,6,146,0,Mobile,Firefox,Spring,0,2,1,383
6390,64,Male,145234,12,58,11,13,4,9,278,0,Mobile,Safari,Fall,1,2,0,0
6391,21,Male,105421,6,80,44,18,14,6,260,1,Tablet,Edge,Summer,0,5,1,485
6392,38,Male,49346,13,45,24,10,3,6,157,1,Tablet,Edge,Winter,0,1,0,0
6393,20,Female,133507,18,52,28,8,2,4,216,1,Tablet,Edge,Summer,0,5,0,0
6394,62,Male,145191,15,100,41,25,6,6,168,1,Desktop,Edge,Spring,0,5,1,224
6395,25,Male,134673,15,74,18,11,7,8,316,1,Desktop,Safari,Spring,1,1,1,56
6396,40,Female,46691,8,31,49,8,7,5,169,0,Tablet,Safari,Summer,0,5,0,0
6397,33,Female,125578,19,51,21,8,12,5,73,1,Mobile,Safari,Winter,0,2,0,0
6398,30,Male,134063,14,81,26,15,0,2,271,1,Tablet,Edge,Summer,1,3,1,305
6399,20,Male,37986,7,27,3,2,6,6,77,0,Tablet,Safari,Spring,0,4,0,0
6400,26,Male,47846,14,78,13,27,4,5,57,1,Desktop,Firefox,Fall,0,2,0,0
6401,31,Male,142047,5,18,38,20,1,4,350,1,Tablet,Edge,Summer,0,2,0,0
6402,30,Female,69665,15,65,28,22,7,2,99,0,Mobile,Edge,Fall,1,1,0,0
6403,24,Female,133408,15,71,14,24,14,2,163,1,Desktop,Edge,Fall,1,3,1,249
6404,32,Male,61401,4,80,1,13,1,5,346,0,Tablet,Edge,Winter,0,1,1,111
6405,24,Female,93728,1,29,28,18,5,5,275,0,Desktop,Chrome,Winter,1,2,0,0
6406,55,Male,124805,17,69,36,12,11,4,277,0,Mobile,Safari,Summer,0,5,1,284
6407,51,Female,148114,1,100,11,8,4,2,344,0,Mobile,Chrome,Fall,0,4,0,0
6408,58,Female,70054,16,28,43,17,5,1,26,1,Tablet,Firefox,Summer,0,4,0,0
6409,39,Male,58487,13,57,40,27,10,3,56,0,Tablet,Chrome,Winter,0,2,0,0
6410,41,Male,29412,18,116,4,6,9,3,31,1,Desktop,Chrome,Fall,1,1,1,257
6411,54,Male,142836,10,110,34,16,7,9,30,1,Mobile,Chrome,Fall,1,3,1,430
